model,params,train_time_s,epochs_run,inference_ms_per_sample,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,pr_auc
Model 1 — Bi-LSTM,104769,53.04,11,0.061,0.8641803131185891,0.6712801962246326,0.2981700753498385,0.438753959873284,0.35505233924375135,0.8058456251559879,0.32317723697419815
